day_of month,name,info
22,Emerich Roth,", 97, Czechoslovakian-born Swedish Holocaust survivor and writer."
22,Clive Sarstedt,", 78, British pop singer (""My Resistance Is Low"") and musician, heart attack."
22,Patrick Shai,", 65, South African actor (, , ), suicide by hanging."
22,Kirti Shiledar,", 69, Indian classical singer."
22,Sverre Stensheim,", 88, Norwegian Olympic cross-country skier (1960, 1964)."
22,Thích Nhất Hạnh,", 95, Vietnamese Zen Buddhist monk (Plum Village Monastery, ), co-founder of ."
22,Michael Thornhill,", 80, Australian film producer, screenwriter, and director (, , )."
22,Roger Wallis,", 80, British-Swedish journalist and radio presenter."
22,Alon Wieland,", 86, American politician, member of the North Dakota House of Representatives (2003–2014)."
22,Joe Yukica,", 90, American college football player and coach (Boston College Eagles, Dartmouth Big Green, New Hampshire Wildcats)."
23,Beegie Adair,", 84, American jazz pianist."
23,William Álvarez,", 87, Colombian-Spanish tennis player and coach."
23,Kenes Aukhadiev,", 83, Kazakh politician."
23,Edgar S. Cahn,", 86, American law professor and counsel."
23,Renato Cecchetto,", 70, Italian actor (, , ) and voice actor, traffic collision."
23,Marie-Claire Chevalier,", 66, French abortion rights activist."
23,Narciso Debourg,", 96, Venezuelan sculptor."
23,Božidar Đurašević,", 88, Serbian chess player."
23,Maiquel Falcão,", 40, Brazilian mixed martial artist, stabbed."
23,Enzo Fasano,", 70, Italian politician, deputy (2001–2006, since 2018), cancer."
23,Trude Feldman,", 97, American journalist (White House Press Corps, ), member of the ."
23,Antonio Fernández,", 79, Spanish football player and coach (Málaga)."
23,Guo Shuyan,", 86, Chinese politician, governor of Hubei (1990–1993)."
23,Hiroyuki Konishi,", 85, Japanese politician, councilor (1980–1992)."
23,Serge Korber,", 85, French film director (, , ) and screenwriter."
23,Barbara Krafftówna,", 93, Polish actress (, , )."
23,Keto Losaberidze,", 72, Georgian archer, Olympic champion (1980)."
23,Lourdes Maldonado López,", 52, Mexican journalist, shot."
23,Jean-Claude Mézières,", 83, French comic book artist ()."
23,Bruce Miller,", 99, New Zealand soil chemist and scientific administrator."
23,Thierry Mugler,", 73, French fashion designer."
23,Baillieu Myer,", 96, Australian businessman and philanthropist."
23,R. Nagaswamy,", 91, Indian historian, archaeologist and epigraphist."
23,Osea Naiqamu,", 60, Fijian politician, MP (since 2014)."
23,Carlo Parietti,", 71, Italian journalist and trade unionist."
23,Roberto Romulo,", 83, Filipino businessman and diplomat, secretary of foreign affairs (1992–1995)."
23,Guy Saint-Pierre,", 87, Canadian politician and businessman, Quebec MNA (1970–1976)."
23,Larry Salmans,", 84, American politician, member of the Kansas Senate (1997–2005)."
23,Janet Scott,", 57, South African chemist."
23,Alan A. Stone,", 92, American lecturer and psychologist, laryngeal cancer."
23,Armido Torri,", 83, Italian Olympic rower (1960)."
23,Lavrentije Trifunović,", 86, Serbian Orthodox prelate, eparch of Western Europe (1973–1989) and Šabac (since 1989)."
23,Emmanuel Tumusiime-Mutebile,", 72, Ugandan economist and banker, governor of the Bank of Uganda (since 2001), complications from diabetes."
23,Zofia Walasek,", 89, Polish Olympic middle-distance runner (1960)."
23,Glyndwr Williams,", 89, British historian."
23,Rolf Zehetbauer,", 92, German production designer (Oscar, 1973, ),  winner ()."
24,Theresa Amayo,", 88, Brazilian actress (, )."
24,John Arrillaga,", 84, American real estate developer and philanthropist."
24,Aftab Baloch,", 68, Pakistani cricketer (national team)."
24,Tadeusz Bradecki,", 67, Polish actor (, , ) and stage director."
24,Olavo de Carvalho,", 74, Brazilian polemicist and conspiracy theorist, COVID-19."
24,Szilveszter Csollány,", 51, Hungarian gymnast, Olympic champion (2000), COVID-19."
24,Constance Edjeani-Afenu,", Ghanaian military officer."
24,Ron Esau,", 67, American racing driver."
24,"Ronnie Fearn, Baron Fearn",", 90, British politician, MP (1987–1992, 1997–2001), member of the House of Lords (2001–2018)."
24,Greta Ferušić,", 97, Bosnian architect and academic, survivor of Auschwitz and the Siege of Sarajevo."
24,Fatma Girik,", 79, Turkish actress (, , ), complications from COVID-19."
24,Silvia Gmür,", 82, Swiss architect."
24,Tomoo Ishii,", 98, Japanese golfer."
24,Hubertus Kramer,", 62, German politician, member of the Landtag of North Rhine-Westphalia (since 2005)."
24,Miriam Naor,", 74, Israeli jurist, president of the Supreme Court (2015–2017)."
24,Sally Olsen,", 87, American politician, member of the Minnesota House of Representatives (1979–1992)."
24,Stevan K. Pavlowitch,", 88, Serbian-born British historian."
24,Ayberk Pekcan,", 51, Turkish actor (, ), lung cancer."
24,Osvaldo Peredo,", 91, Argentine tango singer."
24,Joaquim Amado Quevedo,", 75, Brazilian politician, mayor of Tatuí (1983–1987, 1993–1996)."
24,Ghulam Noor Rabbani Khar,", 74, Pakistani politician, MNA (2013–2018)."
24,Sheldon Silver,", 77, American politician, member (1977–2015) and speaker (1994–2015) of the New York State Assembly."
24,Arnaud Spire,", 82, French journalist ()."
24,Borislav Stevanović,", 46, Serbian footballer (Radnički Niš, Rad, BASK)."
25,Ekundayo Adeyinka Adeyemi,", 84, Nigerian academic and architect."
25,Judd Bernard,", 94, American film producer (, . )."
25,Hector Borda Leaño,", 94–95, Bolivian politician, anthropologist, and poet, member of the Chamber of Senators (1982–1985)."
25,Wyn Calvin,", 96, Welsh comedian and entertainer."
25,Svetlana Căpățînă,", 52, Moldovan politician, deputy (since 2021), complications from COVID-19."
25,Etchika Choureau,", 92, French actress (, , )."
25,Jean-Claude Corbeil,", 89, Canadian linguist and lexicographer."
25,Barry Cryer,", 86, English comedian () and screenwriter ()."
25,Hardev Dilgir,", 82, Indian lyricist (""Tere Tille Ton""), heart attack."
25,Erwin Eisch,", 94, German artist."
25,Vladimir Gubarev,", 83, Russian writer and journalist."
25,Bill Hodgson,", 77, Canadian curler."
25,Wim Jansen,", 75, Dutch football player (Feyenoord, national team) and manager (Celtic), complications from dementia."
25,Fredrik Johansson,", 47, Swedish heavy metal musician (Dark Tranquillity), cancer."
25,Mirza Khan,", 97, Pakistani Olympic hurdler (1952)."
25,Pat King,", 77–78, Scottish bassist (Manfred Mann's Earth Band)."
25,David Elliot Loye,", 96, American author and psychologist."
25,Donald Mahler,", 88, American ballet dancer, choreographer and stage director."
25,Ramón Martínez,", 73, Venezuelan politician, senator (1998–2000) and governor of Sucre (1992–1998, 2000–2008), COVID-19."
25,David G. Mugar,", 82, American businessman and philanthropist."
25,Joseph T. O'Neill,", 90, American politician, member of the Minnesota House of Representatives (1967–1971) and Senate (1971–1977)."
25,Edna O'Shaughnessy,", 97, South African-born British psychoanalyst."
25,Ozzie,", 60, African-born American western lowland gorilla, oldest male gorilla in captivity."
25,Dojčin Perazić,", 76, Montenegrin footballer (Red Star Belgrade, Vojvodina, FC Den Haag)."
25,Andy Ross,", 65, British music executive."
25,José Ruiz Baos,", 75, Spanish bullfighter, complications from a stroke."
25,Milena Salvini,", 88, Italian-born French Kathakali dancer."
25,Gert Schutte,", 82, Dutch politician, MP (1981–2001)."
25,Richard Stearns,", 94, American sailor, Olympic silver medalist (1964)."
25,Sir Crispin Tickell,", 91, British environmentalist and diplomat, permanent representative to the United Nations (1987–1990), pneumonia."
25,Esteban Edward Torres,", 91, American politician, member of the U.S. House of Representatives (1983–1999)."
25,Mark Tseitlin,", 78, Kyrgyz-born Israeli chess grandmaster."
25,Dolores Wilson,", 93, American baseball player (Peoria Redwings, Chicago Colleens)."
25,Heinz Werner Zimmermann,", 91, German composer."
26,Esther Alzaibar,", 91, Venezuelan ceramic artist."
26,Juan Báez,", 86, Puerto Rican Olympic basketball player (1960, 1964)."
26,David Bannett,", 100, American-Israeli electronics engineer, inventor of the Shabbat elevator."
26,Hamman Bello,", 78, Nigerian customs officer, comptroller-general of the Nigerian Customs Service (2008–2009)."
26,Bud Brown,", 94, American politician, secretary of commerce (1987), member of the U.S. House of Representatives (1965–1983)."
26,Augusto Cicaré,", 84, Argentine inventor, engineer, and aviation designer (Cicaré CK.1), founder of Cicaré."
26,Philippe Contamine,", 89, French historian."
26,Gérald Ducimetière,", 81, Swiss-born French artist."
26,Ludmila Ferber,", 56, Brazilian Christian singer-songwriter and writer."
26,Roland Glowinski,", 84, French-American mathematician."
26,Iván Guzmán de Rojas,", 87, Bolivian artist, mathematician, and scientist."
26,Rosalie Kunoth-Monks,", 85, Australian actress (Aboriginal) and  activist."
26,Narcélio Limaverde,", 90, Brazilian radiologist and politician, member of the Legislative Assembly of Ceará (1987–1990)."
26,Elgen Long,", 94, American aviator."
26,Janet Mead,", 84, Australian Roman Catholic nun and singer (""The Lord's Prayer""), cancer."
26,Jan Michalik,", 73, Polish Olympic wrestler (1968, 1972)."
26,Moses J. Moseley,", 31, American actor (, , )."
26,Ludwig Müller,", 90, German Olympic middle-distance runner (1960)."
26,Thomas M. Neuville,", 71, American politician, member of the Minnesota Senate (1990–2008)."
26,Víctor Paredes Guerra,", 77, Peruvian politician, member (1990–1992), and president (1990–1991) of the Congress of the Republic, COVID-19."
26,Ruy Pérez Tamayo,", 97, Mexican pathologist and immunologist."
26,Julio Radilović,", 93, Croatian comic book artist."
26,Mohamad Jemuri Serjan,", 92, Malaysian jurist, chief judge of Sabah and Sarawak (1991–1994)."
26,Jeremiah Stamler,", 102, American cardiovascular epidemiologist."
26,Ernst Stankovski,", 93, Austrian actor (, , )."
26,Morgan Stevens,", 70, American actor (, , ), heart disease."
26,Tony Urquhart,", 87, Canadian painter."
26,Tim Van Galder,", 77, American football player (St. Louis Cardinals) and broadcaster (KMOV), cancer."
26,Peter Wood,", 70, English cricketer (Nottinghamshire)."
26,Glenn Yates Jr.,", 94, American politician, member of the Virginia House of Delegates (1965–1971)."
27,Alain Bancquart,", 87, French composer."
27,Georg Christoph Biller,", 66, German choral conductor, Thomaskantor (1992–2015)."
27,Bill Borders,", 91, American Olympic wrestler (1952)."
27,Tommy Brennan,", 89, Scottish trade unionist and political activist."
27,Buck's Boy,", 29, American thoroughbred racehorse."
27,Gwinyai Chingoka,", 39, Zimbabwean tennis player, complications from a traffic collision."
27,Gene Clines,", 75, American baseball player (Pittsburgh Pirates, Chicago Cubs, Texas Rangers), World Series champion (1971)."
27,Dai Yongnian,", 92, Chinese engineer, member of the Chinese Academy of Engineering."
27,Antoine Dalla Cieca,", 90, French football player (Racing Club de France Football) and manager (Paris FC)."
27,Andy Devine,", 79, English actor (, ), complications from a fall."
27,Mohammad Ali Farrokhian,", 86, Iranian wrestler."
27,Edwin F. Flowers,", 91, American judge, justice on the Supreme Court of Appeals of West Virginia (1975–1976)."
27,Lady Veronica Gibson,", 85, Scottish arts patron."
27,Gary K. Hart,", 78, American politician, member of the California State Assembly (1974–1982) and Senate (1982–1994)."
27,Pavlo Kuznietsov,", 71, Ukrainian politician, deputy (1998–2002), COVID-19."
27,Martin Leach-Cross Feldman,", 87, American jurist, judge of the U.S. District Court for the Eastern District of Louisiana (since 1983)."
27,Mark Levine,", 83, American jazz musician, author, and educator, pneumonia."
27,Woody Mann,", 69, American guitarist."
27,Nedjeljko Mihanović,", 91, Croatian politician, speaker of the Parliament (1994–1995) and member of the Croatian Academy of Sciences and Arts."
27,Max Moszkowicz,", 95, German-born Dutch lawyer."
27,René de Obaldia,", 103, French playwright and poet, member of the Académie Française."
27,László Palácsik,", 62, Hungarian Olympic biathlete (1984)."
27,María Pellicer,", 72, Spanish politician, deputy (1993–1996), member of the Aragonese Courts (1999–2011) and mayor of Castejón de Sos (2003–2011)."
27,Matthew Reeves,", 44, American murderer, execution by lethal injection."
27,Ri Yong-mu,", 97, North Korean military officer, vice president of the National Defence Commission (since 2007), heart attack."
27,Mick Ryan,", 80, British racehorse trainer."
27,Salih Šehović,", 85, Bosnian footballer (Leotar, Sarajevo, Dinamo Zagreb)."
27,Susan Shaw,", 78, American environmental health scientist, ocean conservationist, and author, founder of the Shaw Institute."
27,Charanjit Singh,", 90, Indian field hockey player, Olympic champion (1964)."
27,Karl Spiehs,", 90, Austrian film producer (, , )."
27,John St. Cyr,", 86, American politician, member of the Massachusetts House of Representatives (1967–1972)."
27,Coulson Tough,", 95, American architect."
27,Diego Verdaguer,", 70, Argentine singer-songwriter, COVID-19."
27,Kenneth Wannberg,", 91, American composer (, , ) and sound editor."
28,Alphabet Soup,", 30, American racehorse, euthanized."
28,George Ayittey,", 76, Ghanaian economist, president of the Free Africa Foundation."
28,Joseph Belmont,", 74, Seychellois politician, vice president (2004–2010)."
28,Sir Erik Bennett,", 93, British Royal Air Force vice-marshal."
28,Garry Knox Bennett,", 87, American woodworker."
28,Richard Christiansen,", 90, American theatre and film critic ()."
28,Richard L. Duchossois,", 100, American Hall of Fame racetrack (Arlington Park, Churchill Downs) and racehorse owner."
28,Paolo Gioli,", 79, Italian film director and photographer."
28,Werner Großmann,", 92, German Stasi general."
28,Lali Gulisashvili,", 66, Georgian poet."
28,John Hare,", 87, British conservationist, author and explorer."
28,Heidemarie Koch,", 78, German Iranologist."
28,Brigitte Kowanz,", 64, Austrian artist."
28,Hans-Peter Lanig,", 86, German alpine skier, Olympic silver medalist (1960)."
28,Guy Laporte,", 69, French rugby union player (SC Graulhet, national team), heart attack."
28,Donald May,", 92, American actor (, , ), laryngeal cancer."
28,Mel Mermelstein,", 95, Czechoslovakian-born American Holocaust survivor, complications from COVID-19."
28,Gilles Mirallès,", 55, French chess player."
28,Abang Muhammad Salahuddin,", 100, Malaysian politician, governor of Sarawak (1977–1981, 2001–2014)."
28,Harry Steele,", 92, Canadian businessman."
28,Wayne Stenehjem,", 68, American politician, member of the North Dakota House of Representatives (1976–1979) and Senate (1980–2000), and attorney general (since 2000)."
28,Elis Svärd,", 25, Swedish golfer."
28,John Tuttle,", 70, American politician, member of the Maine Senate (1984–1988, 2012–2014) and four-time member of the House of Representatives."
28,Vladimir Virchis,", 48, Ukrainian boxer, suicide by hanging."
29,Suresh Bansal,", 78, Indian politician, Uttar Pradesh MLA (2012–2017), COVID-19."
29,Tony Barrand,", 76, British-born American folk singer and academic."
29,Marie-Françoise Baslez,", 75, French historian and academic."
29,Jean-Paul Bordeleau,", 78, Canadian politician, Quebec MNA (1976–1985)."
29,Rashid Byramji,", 88, Indian horse trainer."
29,Barbara A. Curran,", 81, American politician and judge, member of the New Jersey General Assembly (1974–1980), judge of the New Jersey Superior Court (1992–2000)."
29,Des Drummond,", 63, British rugby league player (Leigh, Warrington, national team)."
29,Marty Engel,", 90, American Olympic hammer thrower (1952)."
29,Leonard Fenton,", 95, English actor ()."
29,David Gordon,", 85, American dancer and choreographer."
29,David Green,", 61, Nicaraguan baseball player (St. Louis Cardinals, San Francisco Giants), respiratory failure."
29,Rainer Hannig,", 69, German Egyptologist."
29,Howard Hesseman,", 81, American actor (, , ), complications from colon surgery."
29,Jo Kendall,", 81, British actress (), comedian () and writer."
29,Rudi Kopp,", 95, German Olympic cross-country skier (1952, 1956)."
29,Sam Lay,", 86, American Hall of Fame drummer (Little Walter, Muddy Waters, Paul Butterfield Blues Band)."
29,Simon Lokodo,", 64, Ugandan politician."
29,Michelle Marquais,", 95, French actress (, )."
29,Ralph Mellanby,", 87, Canadian sportscaster and television producer ()."
29,Mary Ryan Munisteri,", 83, American soap writer (, , )."
29,Bernard Quilfen,", 72, French road racing cyclist."
29,Hermenegildo Ramírez Sánchez,", 92, Mexican Roman Catholic prelate, territorial prelate of Huautla (1975–2005), COVID-19."
29,Danny Ranes,", 78, American serial killer."
29,Gerd Schädlich,", 69, German football manager (Chemnitzer FC, Erzgebirge Aue, FSV Zwickau)."
29,Les Shapiro,", 65, American sports broadcaster (CBS Sports, ESPN), lung cancer."
29,Brijraj Singh,", 87, Indian politician, MP (1962–1977), cardiac arrest."
29,Iqbal Singh,", 95, Indian spiritual leader, founder of Eternal University and Akal University."
29,John K. Singlaub,", 100, American military officer, co-founder of Western Goals Foundation."
29,Pete Smith,", 63, New Zealand actor (, , ), kidney disease."
29,Michael Spafford,", 86, American artist, lung cancer."
29,Victor Sulin,", 79, American politician, member of the Maryland House of Delegates (1991–1995)."
29,Freddy Thielemans,", 77, Belgian politician, mayor of Brussels (1994–1995, 2001–2013)."
29,Kohei Yoshiyuki,", 76, Japanese photographer."
30,Frans Aerenhouts,", 84, Belgian road racing cyclist."
30,Francis Apesteguy,", 69, French photographer."
30,Jon Appleton,", 83, American composer and educator."
30,Geoffrey Ashe,", 98, British cultural historian and author."
30,Michael Beahan,", 85, British-born Australian politician, member (1987–1996) and president of the Australian Senate (1995–1996)."
30,Maya Buzinova,", 92, Russian animator (, , )."
30,Graham Campbell,", 85, Australian football player (Fitzroy) and coach (West Perth, Glenelg)."
30,Art Cooley,", 87, American naturalist and environmental activist, co-founder of the Environmental Defense Fund."
30,Roberto Digón,", 86, Argentine politician and sports executive (Boca Juniors), deputy (1985–1989, 1993–1997), COVID-19."
30,Alphonse Douati,", 67, Ivorian politician."
30,Piero Gamba,", 85, Italian orchestral conductor and pianist."
30,Terry Garrity,", 82, American author ()."
30,Graciela Gutiérrez Marx,", 79, Argentine artist."
30,Jeffrey A. Hutchings,", 63, Canadian fisheries scientist."
30,Jeff Innis,", 59, American baseball player (New York Mets), cancer."
30,Yale Kamisar,", 92, American legal scholar and author."
30,Cheslie Kryst,", 30, American television presenter (Miss USA 2019) and beauty queen (), suicide by jumping."
30,Leonid Kuravlyov,", 85, Russian actor (, , ), pneumonia."
30,Barry Lane,", 89, British Army officer, complications from Parkinson's disease."
30,Santiago Manguán,", 80, Spanish Olympic long-distance runner (1976)."
30,Viktor Merezhko,", 84, Russian screenwriter (, , ), complications from COVID-19."
30,William Mordeno,", 74, Filipino sprinter, complications of COVID-19."
30,S. K. Paramasivan,", 102, Indian politician, MP (1962–1967)."
30,Philip Paul,", 96, American studio drummer, COVID-19."
30,Hermann Rappe,", 92, German politician and trade unionist, member of the Bundestag (1972–1998), chairman of IG CPK (1982–1995) and president of ICEF (1988–1995)."
30,"Hargus ""Pig"" Robbins",", 84, American Hall of Fame country pianist."
30,Jawdat Said,", 90, Syrian Islamic scholar."
30,Zvonimir Šeparović,", 93, Croatian jurist and politician, minister of foreign affairs (1991–1992) and justice (1999–2000)."
30,Sally Snodgrass,", 85, American politician, member of the Idaho Senate (1991–1993)."
30,Abdul Rahman Sulaiman,", 75, Malaysian politician and journalist, MP (1995–1999), chairman of Bernama (2010–2016)."
30,F. Ann Walker,", American chemist."
30,Robert Wall,", 82, American martial artist and actor (, , )."
30,Norma Waterson,", 82, English musician (The Watersons), pneumonia."
30,Zhu Zhaoliang,", 89, Chinese agronomist and politician, member of the Chinese Academy of Sciences."
31,Alejandro Alonso,", 69, Mexican singer and guitarist, cardiac arrest."
31,Miquel Aubà i Fleix,", 56, Spanish politician, mayor of Gandesa (1999–2011) and senator (since 2015)."
31,Ekkehardt Belle,", 67, German actor ()."
31,Pierre Bellon,", 92, French businessman, founder of Sodexo."
31,James Bidgood,", 88, American filmmaker, photographer, and visual and performance artist, complications from COVID-19."
31,Sir Richard Buckley,", 94, British courtier and naval officer."
31,Dora Cadavid,", 84, Colombian actress (, )."
31,Carleton Carpenter,", 95, American actor (, , )."
31,Onésimo Cepeda Silva,", 84, Mexican Roman Catholic prelate, bishop of Ecatepec (1995–2012), COVID-19."
31,Tatiana Farnese,", 97, Italian actress (, )."
31,Delma Furniss,", 87, American politician, member of the Mississippi House of Representatives (1984–1993) and Senate (1993–2004)."
31,E. William Henry,", 92, American lawyer, chair of the Federal Communications Commission (1963–1966)."
31,Jimmy Johnson,", 93, American blues guitarist and singer."
31,Jiří Kyncl,", 59, Czech Olympic speed skater (1988, 1992)."
31,Liao Cheng-hao,", 75, Taiwanese politician, minister of justice (1996–1998)."
31,Mohamed Abdul Salam Mahgoub,", 86, Egyptian politician, governor of Alexandria (1997–2006) and Ismailia Governorate (1994–1997)."
31,Henry J. Muller,", 104, American Army brigadier general."
31,Voldemaras Novickis,", 65, Lithuanian handball player (Granitas Kaunas, Soviet Union national team), Olympic champion (1988), cancer."
31,Mike Nykoluk,", 87, Canadian ice hockey player and coach (Toronto Maple Leafs, Hershey Bears)."
31,Thomas A. Pankok,", 90, American politician, member of the New Jersey General Assembly (1982–1986)."
31,Vicharnnoi Porntawee,", 74, Thai Muay Thai kickboxer, renal failure."
31,Radko Pytlík,", 93, Czech literary historian and writer."
31,Flemming Quist Møller,", 79, Danish animator (, ) and screenwriter (), heart attack."
31,C. R. Rajagopalan,", 64, Indian folklore researcher, COVID-19."
31,Isabel Robalino,", 104, Ecuadorian lawyer and politician, senator (1968–1970)."
31,Bienvenu Sene Mongaba,", 55, Congolese writer."
31,Leon Silver,", 96, American geologist."
31,Rajeev Kumar Singh,", 69, Indian politician, Uttar Pradesh MLA (1985–1991, 1996–2017)."
31,Jerry Snyder,", 92, American baseball player (Washington Senators)."
31,Gloria Tew,", 98, American abstract sculptor."
